RegionID,SizeRank,ZipCode,State,City,Metro,CountyName,Price
91982,1,77494,TX,Katy,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,366720.5091
61148,2,8701,NJ,Lakewood,"New York-Newark-Jersey City, NY-NJ-PA",Ocean County,284877.925
91940,3,77449,TX,Katy,"Houston-The Woodlands-Sugar Land, TX",Harris County,198611.0957
62080,4,11368,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,439182.4578
91733,5,77084,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,183035.6445
93144,6,79936,TX,El Paso,"El Paso, TX",El Paso County,160647.1223
62093,7,11385,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,703065.6842
92593,8,78660,TX,Pflugerville,"Austin-Round Rock-Georgetown, TX",Travis County,281452.5061
62019,9,11208,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,634548.0278
95992,10,90011,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,545212.2919
91926,11,77433,TX,Cypress,"Houston-The Woodlands-Sugar Land, TX",Harris County,295282.6972
84630,12,60629,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,220090.5205
96193,13,90650,CA,Norwalk,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,652640.2344
96361,14,91331,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,630703.2387
74101,15,37013,TN,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",Davidson County,266644.1362
62046,16,11236,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,554429.2763
61807,17,10467,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,282932.3343
62085,18,11373,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,540699.8966
62037,19,11226,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,730740.1176
62018,20,11207,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,514934.4764
70829,21,30044,GA,Lawrenceville,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,279012.4237
96025,22,90044,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,579802.4415
96817,23,92336,CA,Fontana,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,486406.6188
97771,24,94565,CA,Pittsburg,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,418025.0186
92036,25,77573,TX,League City,"Houston-The Woodlands-Sugar Land, TX",Galveston County,257429.0395
96816,26,92335,CA,Fontana,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,450349.2299
96083,27,90201,CA,Bell,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,603695.3985
96107,28,90250,CA,Hawthorne,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,780318.0972
61639,29,10025,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,1251244.081
90654,30,75052,TX,Grand Prairie,"Dallas-Fort Worth-Arlington, TX",Dallas County,205216.558
96239,31,90805,CA,Long Beach,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,635852.0388
62025,32,11214,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,639929.6685
84620,33,60618,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,363865.096
97223,34,93307,CA,Bakersfield,"Bakersfield, CA",Kern County,208077.2102
96125,35,90280,CA,South Gate,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,620278.2317
62044,36,11234,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,604362.5845
96368,37,91342,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,590630.8454
96990,38,92683,CA,Westminster,"Los Angeles-Long Beach-Anaheim, CA",Orange County,719428.3557
61790,39,10314,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Richmond County,497934.2676
62031,40,11220,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,603123.9157
84639,41,60639,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,248598.301
92341,42,78245,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,167184.8851
62030,43,11219,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,693810.8172
96882,44,92503,CA,Riverside,"Riverside-San Bernardino-Ontario, CA",Riverside County,474140.1502
92481,46,78521,TX,Brownsville,"Brownsville-Harlingen, TX",Cameron County,131613.1079
62017,47,11206,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,929169.4239
62032,48,11221,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,917559.8186
61796,49,10456,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,336712.8448
96825,50,92345,CA,Hesperia,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,344975.4942
91968,51,77479,TX,Sugar Land,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,254490.6312
96546,52,91911,CA,Chula Vista,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,547150.0003
70828,53,30043,GA,Lawrenceville,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,301243.7493
62034,54,11223,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,696863.7534
399727,55,78542,TX,Edinburg,"McAllen-Edinburg-Mission, TX",Hidalgo County,123024.3252
92551,56,78613,TX,Cedar Park,"Austin-Round Rock-Georgetown, TX",Williamson County,327589.6868
62040,57,11230,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,561916.3291
84646,58,60647,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,418811.9868
97104,59,93033,CA,Oxnard,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,469789.7626
97970,60,95076,CA,Watsonville,"Santa Cruz-Watsonville, CA",Santa Cruz County,655020.092
96690,61,92154,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,527816.6567
91922,62,77429,TX,Cypress,"Houston-The Woodlands-Sugar Land, TX",Harris County,264659.1025
61798,63,10458,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,316802.4553
96846,64,92376,CA,Rialto,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,434237.7548
84693,65,60804,IL,Cicero,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,223468.1659
62088,66,11377,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,566346.7179
93146,67,79938,TX,El Paso,"El Paso, TX",El Paso County,158557.6928
97023,68,92804,CA,Anaheim,"Los Angeles-Long Beach-Anaheim, CA",Orange County,564543.585
96468,69,91710,CA,Chino,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,501723.9288
97431,70,93722,CA,Fresno,"Fresno, CA",Fresno County,262566.9373
97567,71,94112,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,1016026.676
100179,72,99301,WA,Pasco,"Kennewick-Richland, WA",Franklin County,280449.3121
62045,73,11235,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,603843.4421
84633,74,60632,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,230141.6868
92045,75,77584,TX,Pearland,"Houston-The Woodlands-Sugar Land, TX",Brazoria County,245678.0384
62039,76,11229,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,564712.3441
98432,77,95823,CA,Sacramento,"Sacramento-Roseville-Folsom, CA",Sacramento County,316062.4919
92271,78,78130,TX,New Braunfels,"San Antonio-New Braunfels, TX",Comal County,304234.1151
84619,79,60617,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,119654.2112
67182,80,22193,VA,Woodbridge,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,404888.36
62043,81,11233,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,753173.0239
90769,82,75217,TX,Dallas,"Dallas-Fort Worth-Arlington, TX",Dallas County,163327.9779
69431,85,27587,NC,Wake Forest,"Raleigh-Cary, NC",Wake County,344639.5502
89925,87,73099,OK,Yukon,"Oklahoma City, OK",Canadian County,169860.9653
91889,88,77379,TX,Spring,"Houston-The Woodlands-Sugar Land, TX",Harris County,197935.0324
98848,90,96706,HI,Ewa Beach,"Urban Honolulu, HI",Honolulu County,560409.0257
62015,91,11204,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,691770.8884
74126,92,37042,TN,Clarksville,"Clarksville, TN-KY",Montgomery County,198883.9684
417444,93,85142,AZ,Queen Creek,"Phoenix-Mesa-Chandler, AZ",Maricopa County,418702.8171
70810,94,30024,GA,Suwanee,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,378465.0384
61808,95,10468,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,281108.8757
93137,96,79928,TX,Horizon City,"El Paso, TX",El Paso County,149449.6172
97940,97,95035,CA,Milpitas,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,916850.0064
96488,98,91744,CA,La Puente,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,623382.6026
84610,99,60608,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,312262.6476
62067,100,11355,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,625226.59
96888,101,92509,CA,Jurupa Valley,"Riverside-San Bernardino-Ontario, CA",Riverside County,469618.9817
92598,102,78666,TX,San Marcos,"Austin-Round Rock-Georgetown, TX",Hays County,264565.6203
62014,103,11203,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,642826.8572
97189,104,93257,CA,Porterville,"Visalia, CA",Tulare County,226171.7003
97328,105,93550,CA,Palmdale,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,374129.8996
84627,106,60625,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,283556.5176
87074,108,66062,KS,Olathe,"Kansas City, MO-KS",Johnson County,300258.805
96934,109,92592,CA,Temecula,"Riverside-San Bernardino-Ontario, CA",Riverside County,513016.6124
84625,110,60623,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,166933.8782
98325,111,95630,CA,Folsom,"Sacramento-Roseville-Folsom, CA",Sacramento County,502608.3895
69816,113,28269,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,263848.6455
97751,115,94544,CA,Hayward,"San Francisco-Oakland-Berkeley, CA",Alameda County,611026.7525
96208,116,90706,CA,Bellflower,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,657551.5827
92520,117,78577,TX,Pharr,"McAllen-Edinburg-Mission, TX",Hidalgo County,122715.8185
92576,118,78641,TX,Leander,"Austin-Round Rock-Georgetown, TX",Williamson County,333569.481
97318,119,93535,CA,Lancaster,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,316610.9067
91950,120,77459,TX,Missouri City,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,234436.49
61809,121,10469,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,577396.591
61643,122,10029,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,819482.1724
97004,123,92704,CA,Santa Ana,"Los Angeles-Long Beach-Anaheim, CA",Orange County,512995.2198
97202,124,93274,CA,Tulare,"Visalia, CA",Tulare County,237009.1509
62029,125,11218,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,839664.3278
90638,126,75035,TX,Frisco,"Dallas-Fort Worth-Arlington, TX",Collin County,397796.1542
62023,127,11212,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,599368.0414
61802,128,10462,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,265120.3135
96364,129,91335,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,642188.2213
69450,130,27610,NC,Raleigh,"Raleigh-Cary, NC",Wake County,270545.9687
84635,131,60634,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,288998.6986
71067,132,30349,GA,,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,185864.0514
97740,133,94533,CA,Fairfield,"Vallejo, CA",Solano County,355691.9256
69672,134,28027,NC,Concord,"Charlotte-Concord-Gastonia, NC-SC",Cabarrus County,231585.1733
73221,135,34787,FL,Winter Garden,"Orlando-Kissimmee-Sanford, FL",Orange County,279118.9111
95315,136,87121,NM,Albuquerque,"Albuquerque, NM",Bernalillo County,232329.8927
91325,137,76244,TX,Fort Worth,"Dallas-Fort Worth-Arlington, TX",Tarrant County,252841.6069
91732,138,77083,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,200033.6029
61616,139,10002,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,1104721.775
67732,140,23464,VA,Virginia Beach,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach City,236695.1315
91221,141,76063,TX,Mansfield,"Dallas-Fort Worth-Arlington, TX",Tarrant County,281876.2123
61806,142,10466,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,544399.1599
62087,143,11375,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,480760.5763
99534,145,98052,WA,Redmond,"Seattle-Tacoma-Bellevue, WA",King County,675432.4032
73233,146,34953,FL,Port Saint Lucie,"Port St. Lucie, FL",Saint Lucie County,290455.733
72362,147,33024,FL,Pembroke Pines,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,364139.6733
72578,148,33411,FL,,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,230402.0375
90612,149,75002,TX,Allen,"Dallas-Fort Worth-Arlington, TX",Collin County,301917.0062
93123,150,79912,TX,El Paso,"El Paso, TX",El Paso County,208191.9074
97319,151,93536,CA,Lancaster,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,358645.0317
96467,152,91709,CA,Chino Hills,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,566917.9857
96545,153,91910,CA,Chula Vista,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,610656.9884
99500,154,98012,WA,Bothell,"Seattle-Tacoma-Bellevue, WA",Snohomish County,550695.2428
97721,155,94513,CA,Brentwood,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,692044.0392
92515,156,78572,TX,Mission,"McAllen-Edinburg-Mission, TX",Hidalgo County,125632.0914
62179,157,11691,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,423606.9311
90764,158,75211,TX,Cockrell Hill,"Dallas-Fort Worth-Arlington, TX",Dallas County,204842.3863
94820,159,85225,AZ,Chandler,"Phoenix-Mesa-Chandler, AZ",Maricopa County,309844.7529
70825,160,30040,GA,Cumming,"Atlanta-Sandy Springs-Alpharetta, GA",Forsyth County,366025.9268
97435,161,93727,CA,Fresno,"Fresno, CA",Fresno County,233964.3551
95804,162,89108,NV,Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,250297.7184
96465,163,91706,CA,Baldwin Park,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,602476.9413
95984,164,90003,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,538962.3245
67180,165,22191,VA,Woodbridge,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,397521.8459
96667,166,92126,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,636297.1127
65787,167,19120,PA,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,151443.8573
70826,168,30041,GA,Cumming,"Atlanta-Sandy Springs-Alpharetta, GA",Forsyth County,356746.7586
91198,169,76028,TX,Burleson,"Dallas-Fort Worth-Arlington, TX",Johnson County,243741.4153
70835,170,30052,GA,Loganville,"Atlanta-Sandy Springs-Alpharetta, GA",Walton County,286950.2534
93203,171,80013,CO,Aurora,"Denver-Aurora-Lakewood, CO",Arapahoe County,379653.4869
62026,172,11215,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,1260375.587
90780,173,75228,TX,Dallas,"Dallas-Fort Worth-Arlington, TX",Dallas County,211632.6052
66126,174,20002,DC,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,579056.8918
86026,175,63376,MO,Saint Peters,"St. Louis, MO-IL",Saint Charles County,196931.6347
74242,176,37211,TN,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",Davidson County,296175.2729
84340,177,60085,IL,Waukegan,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,179007.2819
91291,178,76179,TX,Fort Worth,"Dallas-Fort Worth-Arlington, TX",Tarrant County,242500.3956
84654,180,60657,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,441436.9148
70832,181,30047,GA,Lilburn,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,286921.776
72363,182,33025,FL,Miramar,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,281238.2036
61803,183,10463,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,396200.2612
72530,184,33311,FL,Fort Lauderdale,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,285071.0426
98930,185,96797,HI,Waipahu,"Urban Honolulu, HI",Honolulu County,530077.5941
399648,186,83646,ID,Meridian,"Boise City, ID",Ada County,429762.9295
96911,187,92553,CA,Moreno Valley,"Riverside-San Bernardino-Ontario, CA",Riverside County,426827.0183
62020,188,11209,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,647276.7748
94410,189,84043,UT,Lehi,"Provo-Orem, UT",Utah County,454183.9516
63776,190,14850,NY,Ithaca,"Ithaca, NY",Tompkins County,283028.8524
97222,191,93306,CA,Bakersfield,"Bakersfield, CA",Kern County,268078.9743
93205,192,80015,CO,Centennial,"Denver-Aurora-Lakewood, CO",Arapahoe County,364434.2938
91744,193,77095,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,216706.4643
97167,194,93230,CA,Hanford,"Hanford-Corcoran, CA",Kings County,248823.8135
70904,195,30127,GA,Powder Springs,"Atlanta-Sandy Springs-Alpharetta, GA",Cobb County,277472.5199
69823,196,28277,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,334403.8725
92125,197,77845,TX,College Station,"College Station-Bryan, TX",Brazos County,224434.7661
95770,198,89031,NV,North Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,303327.5377
66705,199,20906,MD,Silver Spring,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County,244743.6882
78085,200,46307,IN,Crown Point,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,247792.367
98411,201,95747,CA,Roseville,"Sacramento-Roseville-Folsom, CA",Placer County,554175.6287
97743,202,94536,CA,Fremont,"San Francisco-Oakland-Berkeley, CA",Alameda County,738085.2733
96918,203,92563,CA,Murrieta,"Riverside-San Bernardino-Ontario, CA",Riverside County,434381.2797
77400,204,45011,OH,Hamilton,"Cincinnati, OH-KY-IN",Butler County,136512.2645
99142,205,97229,OR,Portland,"Portland-Vancouver-Hillsboro, OR-WA",Washington County,421413.8296
96110,206,90255,CA,Huntington Park,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,592840.1342
96647,207,92105,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,609990.8478
84616,208,60614,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,513738.5467
96590,209,92021,CA,El Cajon,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,510143.1544
96477,210,91730,CA,Rancho Cucamonga,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,487652.5306
84622,211,60620,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,129596.9501
72361,212,33023,FL,Miramar,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,389356.4062
97565,213,94110,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,1143760.319
94940,214,85364,AZ,Yuma,"Yuma, AZ",Yuma County,186958.7258
60565,215,7055,NJ,Passaic,"New York-Newark-Jersey City, NY-NJ-PA",Passaic County,335147.3637
91941,216,77450,TX,,"Houston-The Woodlands-Sugar Land, TX",Harris County,241799.7694
62024,217,11213,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,674298.8207
78823,218,47906,IN,West Lafayette,"Lafayette-West Lafayette, IN",Tippecanoe County,267043.7893
97717,219,94509,CA,Antioch,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,388651.9123
97118,220,93065,CA,Simi Valley,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,592380.891
98378,221,95687,CA,Vacaville,"Vallejo, CA",Solano County,435798.1441
62012,222,11201,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,1528879.086
97075,223,92882,CA,Corona,"Riverside-San Bernardino-Ontario, CA",Riverside County,484884.832
60642,224,7305,NJ,Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",Hudson County,478214.365
65791,225,19124,PA,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,144911.5155
97764,226,94558,CA,Napa,"Napa, CA",Napa County,683044.0524
97745,227,94538,CA,Fremont,"San Francisco-Oakland-Berkeley, CA",Alameda County,739903.7109
74156,228,37075,TN,Hendersonville,"Nashville-Davidson--Murfreesboro--Franklin, TN",Sumner County,324830.2227
96506,229,91766,CA,Pomona,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,511968.6581
97024,230,92805,CA,Anaheim,"Los Angeles-Long Beach-Anaheim, CA",Orange County,708572.3293
92350,231,78254,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,260546.1599
84641,232,60641,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,287828.9599
72350,234,33012,FL,Hialeah,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,260435.4188
72353,235,33015,FL,Country Club,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,303292.5827
96186,236,90631,CA,La Habra,"Los Angeles-Long Beach-Anaheim, CA",Orange County,612618.0873
93263,237,80134,CO,Parker,"Denver-Aurora-Lakewood, CO",Douglas County,515908.3275
72488,238,33186,FL,The Crossings,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,382698.3295
71005,239,30281,GA,Stockbridge,"Atlanta-Sandy Springs-Alpharetta, GA",Henry County,193110.1337
69699,240,28078,NC,Huntersville,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,327781.7101
84640,241,60640,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,349980.1215
71871,242,32218,FL,Jacksonville,"Jacksonville, FL",Duval County,174075.4075
94748,243,85032,AZ,Phoenix,"Phoenix-Mesa-Chandler, AZ",Maricopa County,310726.6507
72737,244,33647,FL,Tampa,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County,222509.8151
61957,245,10977,NY,Spring Valley,"New York-Newark-Jersey City, NY-NJ-PA",Rockland County,471694.971
65133,246,17603,PA,Lancaster,"Lancaster, PA",Lancaster County,231117.4045
62021,247,11210,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,466941.5048
58710,248,2301,MA,Brockton,"Boston-Cambridge-Newton, MA-NH",Plymouth County,352730.1094
95309,249,87114,NM,Albuquerque,"Albuquerque, NM",Bernalillo County,275153.9348
96007,250,90026,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1021572.844
97792,251,94587,CA,Union City,"San Francisco-Oakland-Berkeley, CA",Alameda County,617625.2796
72252,252,32828,FL,Orlando,"Orlando-Kissimmee-Sanford, FL",Orange County,309789.7283
94903,253,85326,AZ,Buckeye,"Phoenix-Mesa-Chandler, AZ",Maricopa County,343066.259
97020,254,92801,CA,Anaheim,"Los Angeles-Long Beach-Anaheim, CA",Orange County,607943.4407
62084,255,11372,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,480623.8196
73183,256,34711,FL,Clermont,"Orlando-Kissimmee-Sanford, FL",Lake County,324756.7511
98319,257,95624,CA,Elk Grove,"Sacramento-Roseville-Folsom, CA",Sacramento County,427662.4439
90665,258,75067,TX,Lewisville,"Dallas-Fort Worth-Arlington, TX",Denton County,298756.4958
96411,259,91402,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,551857.1943
62118,260,11432,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,421917.1478
95811,261,89115,NV,Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,206465.7332
61641,262,10027,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,852342.7025
60499,263,6902,CT,Stamford,"Bridgeport-Stamford-Norwalk, CT",Fairfield County,403561.5654
91685,265,77036,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,97679.99798
65779,266,19111,PA,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,275453.457
66843,268,21234,MD,Parkville,"Baltimore-Columbia-Towson, MD",Baltimore County,220625.105
60594,269,7087,NJ,Union City,"New York-Newark-Jersey City, NY-NJ-PA",Hudson County,460589.8515
97991,270,95123,CA,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,630996.9473
96656,271,92114,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,606541.5346
62223,273,11746,NY,South Huntington,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County,542410.268
97748,274,94541,CA,Hayward,"San Francisco-Oakland-Berkeley, CA",Alameda County,677572.2762
67730,275,23462,VA,Virginia Beach,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach City,240426.0067
90666,276,75068,TX,Little Elm,"Dallas-Fort Worth-Arlington, TX",Denton County,304348.3651
66135,277,20011,DC,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,466675.233
72247,278,32822,FL,Orlando,"Orlando-Kissimmee-Sanford, FL",Orange County,192122.9472
72199,279,32765,FL,Oviedo,"Orlando-Kissimmee-Sanford, FL",Seminole County,275280.2683
95817,280,89121,NV,Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,260853.2634
62120,281,11434,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,583315.0339
70791,282,30004,GA,Milton,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,361421.5098
94799,283,85204,AZ,Mesa,"Phoenix-Mesa-Chandler, AZ",Maricopa County,335455.1701
79054,284,48197,MI,Ypsilanti,"Ann Arbor, MI",Washtenaw County,235248.4688
70808,285,30022,GA,Johns Creek,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,348125.0267
72460,286,33157,FL,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,275779.1693
96113,287,90262,CA,Lynwood,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,605067.4554
76511,288,43081,OH,Westerville,"Columbus, OH",Franklin County,245464.9577
399651,289,84096,UT,Herriman,"Salt Lake City, UT",Salt Lake County,394856.0035
90795,290,75243,TX,Dallas,"Dallas-Fort Worth-Arlington, TX",Dallas County,155309.8338
94384,291,84015,UT,Clearfield,"Ogden-Clearfield, UT",Davis County,338073.7528
95806,292,89110,NV,Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,232610.4178
96018,293,90037,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,604723.9768
90690,294,75098,TX,Wylie,"Dallas-Fort Worth-Arlington, TX",Collin County,269040.8234
