RegionID,SizeRank,ZipCode,State,City,Metro,CountyName,Price
91968,51,77479,TX,Sugar Land,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,2152.608957
96546,52,91911,CA,Chula Vista,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,2971.587607
70828,53,30043,GA,Lawrenceville,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,2261.754386
62034,54,11223,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2639.111111
399727,55,78542,TX,Edinburg,"McAllen-Edinburg-Mission, TX",Hidalgo County,1370.555556
92551,56,78613,TX,Cedar Park,"Austin-Round Rock-Georgetown, TX",Williamson County,1696.788437
62040,57,11230,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2583.550414
84646,58,60647,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,2071.633333
97104,59,93033,CA,Oxnard,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,2599.666667
97970,60,95076,CA,Watsonville,"Santa Cruz-Watsonville, CA",Santa Cruz County,2887.5
96690,61,92154,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,2989.377143
91922,62,77429,TX,Cypress,"Houston-The Woodlands-Sugar Land, TX",Harris County,1912.944444
61798,63,10458,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,2363.126984
96846,64,92376,CA,Rialto,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,2694.714286
84693,65,60804,IL,Cicero,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1402.777778
62088,66,11377,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,2621.733333
93146,67,79938,TX,El Paso,"El Paso, TX",El Paso County,1736.862204
97023,68,92804,CA,Anaheim,"Los Angeles-Long Beach-Anaheim, CA",Orange County,2322.675499
96468,69,91710,CA,Chino,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,3025
97431,70,93722,CA,Fresno,"Fresno, CA",Fresno County,2120.912698
97567,71,94112,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,3459.063492
100179,72,99301,WA,Pasco,"Kennewick-Richland, WA",Franklin County,1784.972944
62045,73,11235,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2683.785185
84633,74,60632,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1322.5
92045,75,77584,TX,Pearland,"Houston-The Woodlands-Sugar Land, TX",Brazoria County,1929.998407
62039,76,11229,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2606.941799
98432,77,95823,CA,Sacramento,"Sacramento-Roseville-Folsom, CA",Sacramento County,2248.708333
92271,78,78130,TX,New Braunfels,"San Antonio-New Braunfels, TX",Comal County,1645.479069
84619,79,60617,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1473.444444
67182,80,22193,VA,Woodbridge,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,2230.990741
62043,81,11233,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,3004.317729
90769,82,75217,TX,Dallas,"Dallas-Fort Worth-Arlington, TX",Dallas County,1851.083333
61793,84,10453,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,2060.25
69431,85,27587,NC,Wake Forest,"Raleigh-Cary, NC",Wake County,1807.060916
89925,87,73099,OK,Yukon,"Oklahoma City, OK",Canadian County,1630.632197
91889,88,77379,TX,Spring,"Houston-The Woodlands-Sugar Land, TX",Harris County,1434.82672
98848,90,96706,HI,Ewa Beach,"Urban Honolulu, HI",Honolulu County,3408.682005
62015,91,11204,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2286.333333
74126,92,37042,TN,Clarksville,"Clarksville, TN-KY",Montgomery County,1394.703876
417444,93,85142,AZ,Queen Creek,"Phoenix-Mesa-Chandler, AZ",Maricopa County,2222.035714
70810,94,30024,GA,Suwanee,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,1943.686288
61808,95,10468,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,2069.583333
93137,96,79928,TX,Horizon City,"El Paso, TX",El Paso County,1760.888889
97940,97,95035,CA,Milpitas,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,3271.541368
96488,98,91744,CA,La Puente,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2666.666667
84610,99,60608,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1706.997001
62067,100,11355,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,2127.20172
96888,101,92509,CA,Jurupa Valley,"Riverside-San Bernardino-Ontario, CA",Riverside County,2712.722222
92598,102,78666,TX,San Marcos,"Austin-Round Rock-Georgetown, TX",Hays County,1576.121741
62014,103,11203,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2865.02381
97189,104,93257,CA,Porterville,"Visalia, CA",Tulare County,1294.444444
97328,105,93550,CA,Palmdale,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2472.035714
84627,106,60625,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1666.022816
61797,107,10457,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,2394.444444
87074,108,66062,KS,Olathe,"Kansas City, MO-KS",Johnson County,1798.264349
96934,109,92592,CA,Temecula,"Riverside-San Bernardino-Ontario, CA",Riverside County,3224.382869
84625,110,60623,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1400.564394
98325,111,95630,CA,Folsom,"Sacramento-Roseville-Folsom, CA",Sacramento County,2640.750538
61792,112,10452,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,2219.777778
69816,113,28269,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,1895.371902
97073,114,92880,CA,Eastvale,"Riverside-San Bernardino-Ontario, CA",Riverside County,3301.027778
97751,115,94544,CA,Hayward,"San Francisco-Oakland-Berkeley, CA",Alameda County,2642.525595
96208,116,90706,CA,Bellflower,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2625.634921
92520,117,78577,TX,Pharr,"McAllen-Edinburg-Mission, TX",Hidalgo County,1079.264069
92576,118,78641,TX,Leander,"Austin-Round Rock-Georgetown, TX",Williamson County,1929.360721
97318,119,93535,CA,Lancaster,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,3013.222222
91950,120,77459,TX,Missouri City,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,2134.269907
61809,121,10469,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,2871.055556
61643,122,10029,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,2889.907815
97004,123,92704,CA,Santa Ana,"Los Angeles-Long Beach-Anaheim, CA",Orange County,2643.730159
97202,124,93274,CA,Tulare,"Visalia, CA",Tulare County,1774.761905
62029,125,11218,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2719.89961
90638,126,75035,TX,Frisco,"Dallas-Fort Worth-Arlington, TX",Collin County,2520.879837
62023,127,11212,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2795.666667
61802,128,10462,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,2386.111111
96364,129,91335,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2757.032991
69450,130,27610,NC,Raleigh,"Raleigh-Cary, NC",Wake County,1935.158291
84635,131,60634,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1830.388889
71067,132,30349,GA,,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,1972.613163
97740,133,94533,CA,Fairfield,"Vallejo, CA",Solano County,2387.544017
69672,134,28027,NC,Concord,"Charlotte-Concord-Gastonia, NC-SC",Cabarrus County,1847.655657
73221,135,34787,FL,Winter Garden,"Orlando-Kissimmee-Sanford, FL",Orange County,2547.560096
95315,136,87121,NM,Albuquerque,"Albuquerque, NM",Bernalillo County,1762.294613
91325,137,76244,TX,Fort Worth,"Dallas-Fort Worth-Arlington, TX",Tarrant County,2069.250517
91732,138,77083,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,1960.426768
61616,139,10002,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,4066.481217
67732,140,23464,VA,Virginia Beach,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach City,2132.906145
91221,141,76063,TX,Mansfield,"Dallas-Fort Worth-Arlington, TX",Tarrant County,1767.859758
61806,142,10466,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,2953.333333
62087,143,11375,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,2875.664327
99534,145,98052,WA,Redmond,"Seattle-Tacoma-Bellevue, WA",King County,2479.707352
73233,146,34953,FL,Port Saint Lucie,"Port St. Lucie, FL",Saint Lucie County,2544.955628
72362,147,33024,FL,Pembroke Pines,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,2642.159357
72578,148,33411,FL,,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,2262.277778
90612,149,75002,TX,Allen,"Dallas-Fort Worth-Arlington, TX",Collin County,2318.787179
93123,150,79912,TX,El Paso,"El Paso, TX",El Paso County,1703.385085
97319,151,93536,CA,Lancaster,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2831.710256
96467,152,91709,CA,Chino Hills,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,3052.794517
96545,153,91910,CA,Chula Vista,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,2743.036877
99500,154,98012,WA,Bothell,"Seattle-Tacoma-Bellevue, WA",Snohomish County,2374.150623
97721,155,94513,CA,Brentwood,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,3230.676407
92515,156,78572,TX,Mission,"McAllen-Edinburg-Mission, TX",Hidalgo County,1491.279762
62179,157,11691,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,2914.583333
90764,158,75211,TX,Cockrell Hill,"Dallas-Fort Worth-Arlington, TX",Dallas County,1631.24596
94820,159,85225,AZ,Chandler,"Phoenix-Mesa-Chandler, AZ",Maricopa County,1816.157108
70825,160,30040,GA,Cumming,"Atlanta-Sandy Springs-Alpharetta, GA",Forsyth County,2320.341919
97435,161,93727,CA,Fresno,"Fresno, CA",Fresno County,2364.402778
95804,162,89108,NV,Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,1445.745575
96465,163,91706,CA,Baldwin Park,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2770
95984,164,90003,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2885.888889
67180,165,22191,VA,Woodbridge,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,2255.243808
96667,166,92126,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,2991.635931
65787,167,19120,PA,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,1421.388889
70826,168,30041,GA,Cumming,"Atlanta-Sandy Springs-Alpharetta, GA",Forsyth County,2120.846154
91198,169,76028,TX,Burleson,"Dallas-Fort Worth-Arlington, TX",Johnson County,1837.365657
70835,170,30052,GA,Loganville,"Atlanta-Sandy Springs-Alpharetta, GA",Walton County,2356.051543
93203,171,80013,CO,Aurora,"Denver-Aurora-Lakewood, CO",Arapahoe County,1974.790078
62026,172,11215,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,3638.098199
90780,173,75228,TX,Dallas,"Dallas-Fort Worth-Arlington, TX",Dallas County,1903.586772
66126,174,20002,DC,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,2472.837952
86026,175,63376,MO,Saint Peters,"St. Louis, MO-IL",Saint Charles County,1712.32381
74242,176,37211,TN,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",Davidson County,1512.852513
84340,177,60085,IL,Waukegan,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,1570.489947
91291,178,76179,TX,Fort Worth,"Dallas-Fort Worth-Arlington, TX",Tarrant County,2075.181025
399724,179,77407,TX,Richmond,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,1917.977778
84654,180,60657,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,2166.801001
70832,181,30047,GA,Lilburn,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,2066.934199
72363,182,33025,FL,Miramar,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,2532.923054
61803,183,10463,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,2674.560847
72530,184,33311,FL,Fort Lauderdale,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,2247.248413
98930,185,96797,HI,Waipahu,"Urban Honolulu, HI",Honolulu County,2554.535714
399648,186,83646,ID,Meridian,"Boise City, ID",Ada County,2268.305882
96911,187,92553,CA,Moreno Valley,"Riverside-San Bernardino-Ontario, CA",Riverside County,2300.202033
62020,188,11209,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2272.296296
94410,189,84043,UT,Lehi,"Provo-Orem, UT",Utah County,2357.870588
63776,190,14850,NY,Ithaca,"Ithaca, NY",Tompkins County,2437.28226
97222,191,93306,CA,Bakersfield,"Bakersfield, CA",Kern County,1753.488889
93205,192,80015,CO,Centennial,"Denver-Aurora-Lakewood, CO",Arapahoe County,2575.677997
91744,193,77095,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,1461.652992
97167,194,93230,CA,Hanford,"Hanford-Corcoran, CA",Kings County,1769.52381
70904,195,30127,GA,Powder Springs,"Atlanta-Sandy Springs-Alpharetta, GA",Cobb County,2176.972805
69823,196,28277,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2061.683707
92125,197,77845,TX,College Station,"College Station-Bryan, TX",Brazos County,2001.916049
95770,198,89031,NV,North Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,2048.97087
66705,199,20906,MD,Silver Spring,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County,2003.884524
78085,200,46307,IN,Crown Point,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,1786.190476
98411,201,95747,CA,Roseville,"Sacramento-Roseville-Folsom, CA",Placer County,2812.673547
97743,202,94536,CA,Fremont,"San Francisco-Oakland-Berkeley, CA",Alameda County,3180.730674
96918,203,92563,CA,Murrieta,"Riverside-San Bernardino-Ontario, CA",Riverside County,2790.872685
77400,204,45011,OH,Hamilton,"Cincinnati, OH-KY-IN",Butler County,1819.655556
99142,205,97229,OR,Portland,"Portland-Vancouver-Hillsboro, OR-WA",Washington County,2244.771056
96110,206,90255,CA,Huntington Park,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2032.599206
96647,207,92105,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,2114.278986
84616,208,60614,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,2603.502717
96590,209,92021,CA,El Cajon,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,2386.389744
96477,210,91730,CA,Rancho Cucamonga,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,2798.279321
84622,211,60620,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1206.307692
72361,212,33023,FL,Miramar,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,2604.86014
97565,213,94110,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,3811.160648
94940,214,85364,AZ,Yuma,"Yuma, AZ",Yuma County,1282.202652
60565,215,7055,NJ,Passaic,"New York-Newark-Jersey City, NY-NJ-PA",Passaic County,2094.166667
91941,216,77450,TX,,"Houston-The Woodlands-Sugar Land, TX",Harris County,1959.687407
62024,217,11213,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2862.837643
78823,218,47906,IN,West Lafayette,"Lafayette-West Lafayette, IN",Tippecanoe County,2020.985043
97717,219,94509,CA,Antioch,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,2422.116162
97118,220,93065,CA,Simi Valley,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,2889.878788
98378,221,95687,CA,Vacaville,"Vallejo, CA",Solano County,2554.572821
62012,222,11201,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,4273.03724
97075,223,92882,CA,Corona,"Riverside-San Bernardino-Ontario, CA",Riverside County,2836.174603
60642,224,7305,NJ,Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",Hudson County,2332.612504
65791,225,19124,PA,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,1200.434091
97764,226,94558,CA,Napa,"Napa, CA",Napa County,3042.365079
97745,227,94538,CA,Fremont,"San Francisco-Oakland-Berkeley, CA",Alameda County,2902.997183
74156,228,37075,TN,Hendersonville,"Nashville-Davidson--Murfreesboro--Franklin, TN",Sumner County,1762.62038
96506,229,91766,CA,Pomona,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2685.583333
97024,230,92805,CA,Anaheim,"Los Angeles-Long Beach-Anaheim, CA",Orange County,2868.079993
92350,231,78254,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,1820.931944
84641,232,60641,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1516.465849
92225,233,78046,TX,Laredo,"Laredo, TX",Webb County,943.25
72350,234,33012,FL,Hialeah,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,2222.916667
72353,235,33015,FL,Country Club,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,2332.55042
96186,236,90631,CA,La Habra,"Los Angeles-Long Beach-Anaheim, CA",Orange County,2868.920085
93263,237,80134,CO,Parker,"Denver-Aurora-Lakewood, CO",Douglas County,2590.033876
72488,238,33186,FL,The Crossings,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,2822.85463
71005,239,30281,GA,Stockbridge,"Atlanta-Sandy Springs-Alpharetta, GA",Henry County,1734.996934
69699,240,28078,NC,Huntersville,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2037.863294
84640,241,60640,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1803.342597
71871,242,32218,FL,Jacksonville,"Jacksonville, FL",Duval County,1841.667115
94748,243,85032,AZ,Phoenix,"Phoenix-Mesa-Chandler, AZ",Maricopa County,1632.798754
72737,244,33647,FL,Tampa,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County,1931.904915
65133,246,17603,PA,Lancaster,"Lancaster, PA",Lancaster County,1431.770202
62021,247,11210,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2872.382846
58710,248,2301,MA,Brockton,"Boston-Cambridge-Newton, MA-NH",Plymouth County,2131.666667
95309,249,87114,NM,Albuquerque,"Albuquerque, NM",Bernalillo County,1864.214015
96007,250,90026,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2660.724173
97792,251,94587,CA,Union City,"San Francisco-Oakland-Berkeley, CA",Alameda County,2593.80873
72252,252,32828,FL,Orlando,"Orlando-Kissimmee-Sanford, FL",Orange County,2328.062295
94903,253,85326,AZ,Buckeye,"Phoenix-Mesa-Chandler, AZ",Maricopa County,1958.690476
97020,254,92801,CA,Anaheim,"Los Angeles-Long Beach-Anaheim, CA",Orange County,2591.136243
62084,255,11372,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,2203.650794
73183,256,34711,FL,Clermont,"Orlando-Kissimmee-Sanford, FL",Lake County,2112.098371
98319,257,95624,CA,Elk Grove,"Sacramento-Roseville-Folsom, CA",Sacramento County,2848.035714
90665,258,75067,TX,Lewisville,"Dallas-Fort Worth-Arlington, TX",Denton County,1553.249466
96411,259,91402,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1978.166667
62118,260,11432,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,2423.531481
95811,261,89115,NV,Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,1408.20205
61641,262,10027,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,3214.391122
60499,263,6902,CT,Stamford,"Bridgeport-Stamford-Norwalk, CT",Fairfield County,2870.529161
91685,265,77036,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,1080.191077
65779,266,19111,PA,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,1355.595238
92224,267,78045,TX,Laredo,"Laredo, TX",Webb County,1467.87963
66843,268,21234,MD,Parkville,"Baltimore-Columbia-Towson, MD",Baltimore County,1583.619048
60594,269,7087,NJ,Union City,"New York-Newark-Jersey City, NY-NJ-PA",Hudson County,2446.228632
97991,270,95123,CA,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,3057.798688
96656,271,92114,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,3297.433333
62223,273,11746,NY,South Huntington,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County,3000
97748,274,94541,CA,Hayward,"San Francisco-Oakland-Berkeley, CA",Alameda County,2689.082621
67730,275,23462,VA,Virginia Beach,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach City,1821.122993
90666,276,75068,TX,Little Elm,"Dallas-Fort Worth-Arlington, TX",Denton County,2306.145447
66135,277,20011,DC,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,2337.3
72247,278,32822,FL,Orlando,"Orlando-Kissimmee-Sanford, FL",Orange County,1693.843937
72199,279,32765,FL,Oviedo,"Orlando-Kissimmee-Sanford, FL",Seminole County,2171.189206
95817,280,89121,NV,Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,1344.78386
62120,281,11434,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,3000
70791,282,30004,GA,Milton,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,2163.641975
94799,283,85204,AZ,Mesa,"Phoenix-Mesa-Chandler, AZ",Maricopa County,1589.190476
79054,284,48197,MI,Ypsilanti,"Ann Arbor, MI",Washtenaw County,1566.055556
70808,285,30022,GA,Johns Creek,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,2109.110103
72460,286,33157,FL,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,2713.989744
96113,287,90262,CA,Lynwood,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2254.583333
76511,288,43081,OH,Westerville,"Columbus, OH",Franklin County,1705.729167
399651,289,84096,UT,Herriman,"Salt Lake City, UT",Salt Lake County,1872.847884
90795,290,75243,TX,Dallas,"Dallas-Fort Worth-Arlington, TX",Dallas County,1129.337532
